"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry",
"DTV","DTE Energy Company","53.08","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"DTW","DTE Energy Company","23.64","0","n/a","2017","Public Utilities","Electric Utilities: Central",
"DTY","DTE Energy Company","25.94","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"DCO","Ducommun Incorporated","39.31","448537988.87","n/a","n/a","Capital Goods","Military/Government/Technical",
"DPG","Duff & Phelps Global Utility Income Fund Inc.","13.68","518879746.08","n/a","2011","n/a","n/a",
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","4.86","127373830.02","n/a","2014","n/a","n/a",
"DNP","Duff & Phelps Utilities Income, Inc.","10.99","3138795729.93","n/a","1987","n/a","n/a",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","12.92","110087250.2","n/a","1991","n/a","n/a",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","8.25","226831134.75","n/a","1993","n/a","n/a",
"DUK","Duke Energy Corporation","85.85","61200538354.3","n/a","n/a","Public Utilities","Power Generation",
"DUKB","Duke Energy Corporation","24.83","0","n/a","2018","Public Utilities","Power Generation",
"DUKH","Duke Energy Corporation","24.66","0","n/a","n/a","Public Utilities","Power Generation",
"DRE","Duke Realty Corporation","28.96","10376927101.76","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"DNB","Dun & Bradstreet Corporation (The)","144.69","5372519549.67","n/a","n/a","Finance","Finance: Consumer Services",
"DXC","DXC Technology Company","63.34","17742396754.14","n/a","n/a","Technology","EDP Services",
"DY","Dycom Industries, Inc.","59.18","1852140954.84","n/a","n/a","Basic Industries","Water Supply",
"DLNG","Dynagas LNG Partners LP","4.02","142669800","n/a","n/a","Consumer Services","Marine Transportation",
"DX","Dynex Capital, Inc.","6.21","370667833.02","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"ELF","e.l.f. Beauty, Inc.","8.44","407271026.84","n/a","2016","Consumer Non-Durables","Package Goods/Cosmetics",
"EGIF","Eagle Growth and Income Opportunities Fund","13.84","99383310","n/a","2015","n/a","n/a",
"EXP","Eagle Materials Inc","67.24","3152841776.72","n/a","n/a","Capital Goods","Building Materials",
"ECC","Eagle Point Credit Company Inc.","15.35","354854714.85","n/a","2014","n/a","n/a",
"ECCA","Eagle Point Credit Company Inc.","25.42","0","n/a","2015","n/a","n/a",
"ECCB","Eagle Point Credit Company Inc.","25.875","0","n/a","2016","n/a","n/a",
"ECCX","Eagle Point Credit Company Inc.","24.34","0","n/a","2018","n/a","n/a",
"ECCY","Eagle Point Credit Company Inc.","24.9805","0","n/a","2017","n/a","n/a",
"ESTE","Earthstone Energy, Inc.","6.4","410312172.8","n/a","n/a","Energy","Oil & Gas Production",
"DEA","Easterly Government Properties, Inc.","17.49","1063721529.09","n/a","2015","Consumer Services","Real Estate Investment Trusts",
"EGP","EastGroup Properties, Inc.","99.68","3592543654.56","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"EMN","Eastman Chemical Company","80.86","11319697084.02","n/a","n/a","Basic Industries","Major Chemicals",
"KODK","Eastman Kodak Company","2.8","119634625.6","n/a","n/a","Miscellaneous","Industrial Machinery/Components",
"ETN","Eaton Corporation, PLC","71.07","30801738000","n/a","n/a","Technology","Industrial Machinery/Components",
"ETV","Eaton Vance Corporation","14.44","1038375374.88","n/a","2005","n/a","n/a",
"ETW","Eaton Vance Corporation","9.7","1040954617.3","n/a","2005","n/a","n/a",
"EV","Eaton Vance Corporation","39.79","4653471536.2","n/a","n/a","Finance","Investment Managers",
"EOI","Eaton Vance Enhance Equity Income Fund","13.59","532361735.91","n/a","2004","n/a","n/a",
"EOS","Eaton Vance Enhanced Equity Income Fund II","16.2","772566109.2","n/a","2005","n/a","n/a",
"EFT","Eaton Vance Floating Rate Income Trust","13.18","525403434.2","n/a","2004","n/a","n/a",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","8.93","210852838.2","n/a","2017","n/a","n/a",
"EFF","Eaton vance Floating-Rate Income Plus Fund","14.76","112270788.72","n/a","2013","n/a","n/a",
"EHT","Eaton Vance High Income 2021 Target Term Trust","9.39","201518423.79","n/a","2016","n/a","n/a",
"ETX","Eaton Vance Municipal Income 2028 Term Trust","19.46","210826701.54","n/a","2013","n/a","n/a",
"EOT","Eaton Vance Municipal Income Trust","20.69","315027367.61","n/a","2009","n/a","n/a",
"EVN","Eaton Vance Municipal Income Trust","11.5","273496956","n/a","1999","n/a","n/a",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","8.52","542467786.56","n/a","2007","n/a","n/a",
"EFR","Eaton Vance Senior Floating-Rate Fund","13.03","480133518.39","n/a","2003","n/a","n/a",
"EVF","Eaton Vance Senior Income Trust","6.04","228714306.28","n/a","1998","n/a","n/a",
"EVG","Eaton Vance Short Diversified Income Fund","12.62","225653121.52","n/a","2005","n/a","n/a",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","20.54","1496049386","n/a","2003","n/a","n/a",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","21.02","306057590.08","n/a","2004","n/a","n/a",
"EXD","Eaton Vance Tax-Advantaged Bond","9.12","88752064.32","n/a","2010","n/a","n/a",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","14.68","1120087141.52","n/a","2004","n/a","n/a",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","14.3","371474889.5","n/a","2005","n/a","n/a",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","10.87","1625035792.31","n/a","2006","n/a","n/a",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","7.8","2353706066.4","n/a","2007","n/a","n/a",
"ECT","ECA Marcellus Trust I","1.74","30632700","n/a","2010","Energy","Oil & Gas Production",
"ECR","Eclipse Resources Corporation","1.14","344890969.32","n/a","2014","Energy","Oil & Gas Production",
"ECL","Ecolab Inc.","153.89","44454673972.28","n/a","n/a","Basic Industries","Package Goods/Cosmetics",
"EC","Ecopetrol S.A.","17.94","36881675127.96","n/a","n/a","Energy","Oil & Gas Production",
"EIX","Edison International","55.43","18059715148.58","n/a","n/a","Public Utilities","Electric Utilities: Central",
"EW","Edwards Lifesciences Corporation","170.64","35672167262.16","n/a","n/a","Health Care","Industrial Specialties",
"EHIC","eHi Car Services Limited","9.77","678479047.11","n/a","2014","Consumer Services","Rental/Leasing Companies",
"EE","El Paso Electric Company","51.33","2088717844.83","n/a","n/a","Public Utilities","Electric Utilities: Central",
"ELAN","Elanco Animal Health Incorporated","30.6","11188125000","n/a","2018","Health Care","Major Pharmaceuticals",
"ESTC","Elastic N.V.","78.72","5587070524.8","n/a","2018","Technology","Computer Software: Prepackaged Software",
"EGO","Eldorado Gold Corporation","2.69","427176632.18","n/a","n/a","Basic Industries","Precious Metals",
"ELVT","Elevate Credit, Inc.","4.64","200435035.84","n/a","2017","Finance","Finance: Consumer Services",
"LLY","Eli Lilly and Company","114.97","121790279657.35","n/a","n/a","Health Care","Major Pharmaceuticals",
"ELLI","Ellie Mae, Inc.","73.23","2551435941.69","n/a","2011","Technology","Computer Software: Prepackaged Software",
"EFC","Ellington Financial LLC","16.33","490121663.42","n/a","2010","Finance","Real Estate",
"EARN","Ellington Residential Mortgage REIT","11.35","143121649.95","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"ERJ","Embraer S.A.","20.7","3796003529.1","n/a","2000","Capital Goods","Aerospace",
"EME","EMCOR Group, Inc.","64.41","3707448552.99","n/a","n/a","Capital Goods","Engineering & Construction",
"EEX","Emerald Expositions Events, Inc.","14.23","1041694599.14","n/a","2017","Miscellaneous","Business Services",
"EMES","Emerge Energy Services LP","2.83","87832168.66","n/a","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",
"EBS","Emergent Biosolutions, Inc.","60.02","3057722261.12","n/a","2006","Health Care","Major Pharmaceuticals",
"EMR","Emerson Electric Company","63.94","39842412303.86","n/a","n/a","Energy","Consumer Electronics/Appliances",
"ESRT","Empire State Realty Trust, Inc.","14.92","4597743186.52","n/a","2013","Consumer Services","Real Estate Investment Trusts",
"EIG","Employers Holdings Inc","42.01","1377913968.66","n/a","2007","Finance","Property-Casualty Insurers",
"EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)","27.24","1206752893.08","n/a","2007","Public Utilities","Electric Utilities: Central",
"ENBL","Enable Midstream Partners, LP","15.3","6628265372.7","n/a","2014","Public Utilities","Natural Gas Distribution",
"ENB","Enbridge Inc","36.09","72981702574.29","n/a","n/a","Energy","Natural Gas Distribution",
"ENBA","Enbridge Inc","24.9","0","n/a","2018","Energy","Natural Gas Distribution",
"ECA","Encana Corporation","6.98","6647866576.7","n/a","n/a","Energy","Oil & Gas Production",
"EHC","Encompass Health Corporation","67.43","6670732976.38","n/a","n/a","Health Care","Hospital/Nursing Management",
"DAVA","Endava plc","23.7","1256885418","n/a","2018","Technology","EDP Services",
"EXK","Endeavour Silver Corporation","2.06","269408967.12","n/a","n/a","Basic Industries","Precious Metals",
"ENIA","Enel Americas S.A.","10.12","11804975010.84","n/a","n/a","Public Utilities","Electric Utilities: Central",
"ENIC","Enel Chile S.A.","5.22","7321997722.32","n/a","2016","Public Utilities","Electric Utilities: Central",
"ENR","Energizer Holdings, Inc.","46.18","2982607294.62","n/a","2015","Miscellaneous","Industrial Machinery/Components",
"EPC","Energizer Holdings, Inc.","39.25","2124087540","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics",
"ET","Energy Transfer L.P.","14.34","37529226619.2","n/a","1996","Public Utilities","Natural Gas Distribution",
"ERF","Enerplus Corporation","8.7","2083572587.4","n/a","n/a","Energy","Oil & Gas Production",
"ENS","Enersys","84.11","3644147336.7","n/a","2004","Consumer Non-Durables","Telecommunications Equipment",
"E","ENI S.p.A.","33.2","60327476478","n/a","n/a","Energy","Oil & Gas Production",
"ENLC","EnLink Midstream, LLC","10.53","1913687166.69","n/a","n/a","Public Utilities","Natural Gas Distribution",
"EBF","Ennis, Inc.","20.06","524056045.74","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services",
"ENVA","Enova International, Inc.","22.96","786949063.6","n/a","2014","Finance","Finance: Consumer Services",
"NPO","EnPro Industries","64.32","1333953255.36","n/a","n/a","Basic Industries","Metal Fabrications",
"ESV","ENSCO plc","4.69","2052994160.63","n/a","n/a","Energy","Oil & Gas Production",
"ETM","Entercom Communications Corp.","7.23","1030453342.41","n/a","1999","Consumer Services","Broadcasting",
"EAB","Entergy Arkansas, LLC","24.25","0","n/a","n/a","Public Utilities","Electric Utilities: Central",
"EAE","Entergy Arkansas, LLC","22.9086","0","n/a","2013","Public Utilities","Electric Utilities: Central",
"EAI","Entergy Arkansas, LLC","23.261","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"ETR","Entergy Corporation","87.1","16372747575.6","n/a","n/a","Public Utilities","Electric Utilities: Central",
"ELC","Entergy Louisiana, Inc.","23.85","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"ELJ","Entergy Louisiana, Inc.","25.1755","0","n/a","n/a","Public Utilities","Electric Utilities: Central",
"ELU","Entergy Louisiana, Inc.","22.6","0","n/a","n/a","Public Utilities","Electric Utilities: Central",
"EMP","Entergy Mississippi, LLC","23.36","0","n/a","2016","Public Utilities","Electric Utilities: Central",
"ENJ","Entergy New Orleans, LLC","23.7837","0","n/a","n/a","Public Utilities","Power Generation",
"ENO","Entergy New Orleans, LLC","25.73","0","n/a","2016","Public Utilities","Power Generation",
"EZT","Entergy Texas Inc","25.3164","0","n/a","2014","Public Utilities","Electric Utilities: Central",
"EPD","Enterprise Products Partners L.P.","27.72","60503378166","n/a","n/a","Public Utilities","Natural Gas Distribution",
"EVC","Entravision Communications Corporation","3.97","352761650.83","n/a","2000","Consumer Services","Broadcasting",
"ENV","Envestnet, Inc","53.99","2595950851.32","n/a","2010","Miscellaneous","Business Services",
"EVA","Enviva Partners, LP","29.58","783236692.2","n/a","2015","Basic Industries","Forest Products",
"ENZ","Enzo Biochem, Inc.","3.7","174611987.3","n/a","n/a","Health Care","Medical Specialities",
"EOG","EOG Resources, Inc.","99.1","57469955458.4","n/a","n/a","Energy","Oil & Gas Production",
"EPE","EP Energy Corporation","0.7039","180840716.4929","n/a","2014","Energy","Oil & Gas Production",
"EPAM","EPAM Systems, Inc.","140.8","7604519577.6","n/a","2012","Technology","EDP Services",
"EPR","EPR Properties","71.28","5298841864.8","n/a","1997","Consumer Services","Real Estate Investment Trusts",
"EQM","EQM Midstream Partners, LP","46.29","5575927913.25","n/a","2012","Public Utilities","Natural Gas Distribution",
"EQT","EQT Corporation","19.97","5090483044.64","n/a","n/a","Energy","Oil & Gas Production",
"EFX","Equifax, Inc.","105.63","12736345383.51","n/a","n/a","Finance","Finance: Consumer Services",
"EQNR","Equinor ASA","22.35","74462406264.45","n/a","n/a","Energy","Integrated oil Companies",
"ETRN","Equitrans Midstream Corporation","20.94","5324392860","n/a","2018","Public Utilities","Natural Gas Distribution",
"EQC","Equity Commonwealth","31.43","3818200412.39","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"ELS","Equity Lifestyle Properties, Inc.","102.07","9160521098.73","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"EQR","Equity Residential","70.67","26037698827.41","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
"EQS","Equus Total Return, Inc.","1.85","25008570.1","n/a","n/a","n/a","n/a",
"ERA","Era Group, Inc.","10.26","223276303.98","n/a","n/a","Transportation","Transportation Services",
"EROS","Eros International PLC","9.61","691460334.48","n/a","2013","Consumer Services","Movies/Entertainment",
"ESE","ESCO Technologies Inc.","64.81","1679280762.68","n/a","n/a","Consumer Durables","Telecommunications Equipment",
"ESNT","Essent Group Ltd.","38.38","3766581574.88","n/a","2013","Finance","Property-Casualty Insurers",
"EPRT","Essential Properties Realty Trust, Inc.","15.27","668048634.84","n/a","2018","Consumer Services","Real Estate Investment Trusts",
"ESS","Essex Property Trust, Inc.","262.82","17363228793.54","n/a","1994","Consumer Services","Real Estate Investment Trusts",
"EL","Estee Lauder Companies, Inc. (The)","128.07","46470525053.94","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics",
"ESL","Esterline Technologies Corporation","121.4","3598394576.8","n/a","n/a","Capital Goods","Industrial Machinery/Components",
"ETH","Ethan Allen Interiors Inc.","18.76","498439955.44","n/a","1993","Consumer Durables","Home Furnishings",
"EURN","Euronav NV","7.53","1648936703.94","n/a","2015","Transportation","Marine Transportation",
"EEA","European Equity Fund, Inc. (The)","8.19","64820574","n/a","n/a","n/a","n/a",
"EB","Eventbrite, Inc.","30.78","2408625770.22","n/a","2018","Technology","Computer Software: Programming, Data Processing",
"EVR","Evercore Inc.","84.65","3425893090.15","n/a","2006","Finance","Investment Managers",
"RE","Everest Re Group, Ltd.","213.42","8675095733.16","n/a","n/a","Finance","Property-Casualty Insurers",
"EVRG","Evergy, Inc.","56.78","14958979612.74","n/a","2018","Public Utilities","Power Generation",
"EVRI","Everi Holdings Inc.","6.97","489249775.35","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation",
"ES","Eversource Energy","67.28","21320077162.24","n/a","n/a","Public Utilities","Electric Utilities: Central",
"EVTC","Evertec, Inc.","28.5","2073130384.5","n/a","2013","Technology","EDP Services",
"EVH","Evolent Health, Inc","17.5","1438979990","n/a","2015","Consumer Services","Other Consumer Services",
"AQUA","Evoqua Water Technologies Corp.","10.3","1173614280.2","n/a","2017","Technology","Industrial Machinery/Components",
"XAN","Exantas Capital Corp.","10.32","326737619.04","n/a","n/a","Consumer Services","Real Estate Investment Trusts",
